,City,Location,lon,lat
706,"Clermont, KY","(37.9297858, -85.6527355)",37.9297858,-85.6527355
707,"Shepherdsville, KY","(37.9883991, -85.7157924)",37.9883991,-85.7157924
708,"Fort Knox, KY","(37.8896725, -85.9664173893757)",37.8896725,-85.9664173893757
709,"Lagrange, KY","(38.288558, -85.513679)",38.288558,-85.513679
710,"Wauwatosa, WI","(43.0494122, -88.0079271)",43.0494122,-88.0079271
711,"Brookfield, WI","(43.0605671, -88.1064787)",43.0605671,-88.1064787
712,"Racine, WI","(42.7260523, -87.7825242)",42.7260523,-87.7825242
713,"Grafton, WI","(43.3197265, -87.9534226)",43.3197265,-87.9534226
714,"Milwaukee, WI","(43.0349931, -87.922497)",43.0349931,-87.922497
715,"Brown Deer, WI","(43.1642538, -87.964278)",43.1642538,-87.964278
716,"Waukesha, WI","(43.0116784, -88.2314813)",43.0116784,-88.2314813
717,"Menomonee Falls, WI","(43.1789322, -88.1167148)",43.1789322,-88.1167148
718,"Sturtevant, WI","(42.6980749, -87.8945229)",42.6980749,-87.8945229
719,"Cudahy, WI","(42.959738, -87.861471)",42.959738,-87.861471
720,"Hartland, WI","(43.105008, -88.3420398)",43.105008,-88.3420398
721,"Germantown, WI","(43.2286174, -88.1103691)",43.2286174,-88.1103691
722,"New Berlin, WI","(42.976453, -88.1090391)",42.976453,-88.1090391
723,"West Allis, WI","(43.0166806, -88.0070315)",43.0166806,-88.0070315
724,"Oak Creek, WI","(42.8858503, -87.8631362)",42.8858503,-87.8631362
725,"Cedarburg, WI","(43.2966716, -87.9875898)",43.2966716,-87.9875898
726,"Sussex, WI","(43.1339001, -88.2220372)",43.1339001,-88.2220372
727,"South Milwaukee, WI","(42.9105722, -87.8606367)",42.9105722,-87.8606367
728,"Franksville, WI","(42.7600188, -87.9134133)",42.7600188,-87.9134133
729,"Pewaukee, WI","(43.0805651, -88.2612045)",43.0805651,-88.2612045
730,"Albuquerque, NM","(35.0841034, -106.6509851)",35.0841034,-106.6509851
731,"Rio Rancho, NM","(35.233375, -106.6644716)",35.233375,-106.6644716
732,"Kirtland AFB, NM","(34.99806195, -106.515677597019)",34.99806195,-106.515677597019
733,"Kansas City, KS","(39.1146799, -94.7495246)",39.1146799,-94.7495246
734,"Lee's Summit, MO","(38.9108408, -94.3821724)",38.9108408,-94.3821724
735,"Kansas City, MO","(39.0844687, -94.5630298)",39.0844687,-94.5630298
736,"Lenexa, KS","(38.953669, -94.733734)",38.953669,-94.733734
737,"Overland Park, KS","(38.9822282, -94.6707917)",38.9822282,-94.6707917
738,"Leawood, KS","(38.966673, -94.6169012)",38.966673,-94.6169012
739,"Independence, MO","(39.0911161, -94.4155068)",39.0911161,-94.4155068
740,"Shawnee Mission, KS","(38.99134745, -94.6327539333405)",38.99134745,-94.6327539333405
741,"Grandview, MO","(38.8858407, -94.5330096)",38.8858407,-94.5330096
742,"Leavenworth, KS","(39.3113257, -94.922759)",39.3113257,-94.922759
743,"Lees Summit, MO","(38.9108408, -94.3821724)",38.9108408,-94.3821724
744,"Olathe, KS","(38.8843867, -94.8161127)",38.8843867,-94.8161127
745,"Prairie Village, KS","(38.9914109, -94.6332768)",38.9914109,-94.6332768
746,"Durham, NC","(35.9940329, -78.898619)",35.9940329,-78.898619
747,"Raleigh, NC","(35.7803977, -78.6390989)",35.7803977,-78.6390989
748,"Morrisville, NC","(35.823483, -78.8255621)",35.823483,-78.8255621
749,"Research Triangle Park, NC","(35.8970917, -78.860285)",35.8970917,-78.860285
750,"Chapel Hill, NC","(35.9131488, -79.0557807)",35.9131488,-79.0557807
751,"Cary, NC","(35.7882973, -78.7811925)",35.7882973,-78.7811925
752,"Garner, NC","(35.7112642, -78.6141709)",35.7112642,-78.6141709
753,"Raleigh-Durham, NC","(35.9166869, -78.7905698)",35.9166869,-78.7905698
754,"Apex, NC","(35.7325352, -78.8505516)",35.7325352,-78.8505516
755,"Fuquay-Varina, NC","(35.5844285, -78.7999818)",35.5844285,-78.7999818
756,"Alpharetta, GA","(34.0709576, -84.2747329)",34.0709576,-84.2747329
757,"Atlanta, GA","(33.7490987, -84.3901849)",33.7490987,-84.3901849
758,"Marietta, GA","(33.9527869, -84.5499005)",33.9527869,-84.5499005
759,"Kennesaw, GA","(34.0234337, -84.6154897)",34.0234337,-84.6154897
760,"Norcross, GA","(33.9412127, -84.2135309)",33.9412127,-84.2135309
761,"Duluth, GA","(34.0028569, -84.1441046)",34.0028569,-84.1441046
762,"East Point, GA","(33.6654335, -84.4864895515675)",33.6654335,-84.4864895515675
763,"Decatur, GA","(33.7737582, -84.296069)",33.7737582,-84.296069
764,"Fayetteville, GA","(33.4487257, -84.4549262)",33.4487257,-84.4549262
765,"Colorado Springs, CO","(38.8339578, -104.8253485)",38.8339578,-104.8253485
766,"Monument, CO","(39.0916586, -104.872758)",39.0916586,-104.872758
767,"Peterson AFB, CO","(38.82228515, -104.700278567317)",38.82228515,-104.700278567317
768,"New Orleans, LA","(29.9499323, -90.0701156)",29.9499323,-90.0701156
769,"Metairie, LA","(30.001852, -90.1767149159888)",30.001852,-90.1767149159888
770,"Harvey, LA","(38.0352315, -97.4486267)",38.0352315,-97.4486267
771,"Jefferson, LA","(33.5228184, -86.9164513)",33.5228184,-86.9164513
772,"Gretna, LA","(36.9528412, -79.3602341)",36.9528412,-79.3602341
773,"Chalmette, LA","(29.9427892, -89.9629372)",29.9427892,-89.9629372
774,"Harahan, LA","(29.9404826, -90.2031313)",29.9404826,-90.2031313
775,"Garfield Heights, OH","(41.4169974, -81.6059581)",41.4169974,-81.6059581
776,"Cleveland, OH","(41.5051613, -81.6934446)",41.5051613,-81.6934446
777,"Brooklyn, OH","(41.439754, -81.7405559)",41.439754,-81.7405559
778,"Brook Park, OH","(41.3983838, -81.8045788)",41.3983838,-81.8045788
779,"North Olmsted, OH","(41.4156025, -81.9234726)",41.4156025,-81.9234726
780,"Mentor, OH","(41.6661573, -81.339552)",41.6661573,-81.339552
781,"Beachwood, OH","(41.464498, -81.508732)",41.464498,-81.508732
782,"East Cleveland, OH","(41.5331066, -81.5790137)",41.5331066,-81.5790137
783,"Elyria, OH","(41.368251, -82.1065757)",41.368251,-82.1065757
784,"Highland Heights, OH","(41.551995, -81.478452)",41.551995,-81.478452
785,"University Heights, OH","(41.497831, -81.537346)",41.497831,-81.537346
786,"Willoughby, OH","(41.6397696, -81.4065011)",41.6397696,-81.4065011
787,"Solon, OH","(41.3897764, -81.4412259)",41.3897764,-81.4412259
788,"Mayfield Heights, OH","(41.5192189, -81.457896)",41.5192189,-81.457896
789,"Strongsville, OH","(41.3144733, -81.83511)",41.3144733,-81.83511
790,"Cuyahoga Falls, OH","(41.1348213, -81.4848086)",41.1348213,-81.4848086
791,"Euclid, OH","(41.5931049, -81.5267873)",41.5931049,-81.5267873
792,"Hudson, OH","(41.240056, -81.440667)",41.240056,-81.440667
793,"Cleveland Heights, OH","(41.5200518, -81.556235)",41.5200518,-81.556235
794,"Independence, OH","(41.3816571, -81.6406872)",41.3816571,-81.6406872
795,"Westlake, OH","(41.4553232, -81.9179174)",41.4553232,-81.9179174
796,"Twinsburg, OH","(41.3125552, -81.4401129)",41.3125552,-81.4401129
797,"Richfield, OH","(41.2397772, -81.6381785)",41.2397772,-81.6381785
798,"Pepper Pike, OH","(41.478387, -81.46373)",41.478387,-81.46373
799,"Chagrin Falls, OH","(41.436589, -81.3855058)",41.436589,-81.3855058
800,"Broadview Heights, OH","(41.3139426, -81.6851271)",41.3139426,-81.6851271
801,"Valley City, OH","(41.2376342, -81.9287552)",41.2376342,-81.9287552
802,"Shaker Heights, OH","(41.4739419, -81.5370671)",41.4739419,-81.5370671
803,"Minneapolis, MN","(44.9772995, -93.2654692)",44.9772995,-93.2654692
804,"Wayzata, MN","(44.9741995, -93.5069942)",44.9741995,-93.5069942
805,"Eden Prairie, MN","(44.8546856, -93.470786)",44.8546856,-93.470786
806,"Eagan, MN","(44.818173, -93.1659179)",44.818173,-93.1659179
807,"Saint Paul, MN","(44.9504037, -93.1015026)",44.9504037,-93.1015026
808,"Roseville, MN","(45.0060767, -93.1566107)",45.0060767,-93.1566107
809,"Maple Grove, MN","(45.0759797, -93.4561052)",45.0759797,-93.4561052
810,"Plymouth, MN","(45.0065149, -93.46651)",45.0065149,-93.46651
811,"Minnetonka, MN","(44.9127229, -93.499059)",44.9127229,-93.499059
812,"Fridley, MN","(45.0838291, -93.2590388)",45.0838291,-93.2590388
813,"Bloomington, MN","(44.8322405, -93.3204872)",44.8322405,-93.3204872
814,"Mounds View, MN","(45.1068949, -93.2075931)",45.1068949,-93.2075931
815,"Blaine, MN","(45.1607987, -93.2349489)",45.1607987,-93.2349489
816,"Ramsey, MN","(45.0165728, -93.0949501)",45.0165728,-93.0949501
817,"Brooklyn Park, MN","(45.1004807, -93.3443585)",45.1004807,-93.3443585
818,"Shakopee, MN","(44.7980186, -93.5268986)",44.7980186,-93.5268986
819,"Chanhassen, MN","(44.8618403, -93.5307207)",44.8618403,-93.5307207
821,"Arden Hills, MN","(45.0761409, -93.1666945)",45.0761409,-93.1666945
822,"Minneapolis-Saint Paul, MN","(44.94758455, -93.1027671268884)",44.94758455,-93.1027671268884
823,"Forest Lake, MN","(45.2788444, -92.985312)",45.2788444,-92.985312
824,"Inver Grove Heights, MN","(44.8479039, -93.0428119)",44.8479039,-93.0428119
825,"Circle Pines, MN","(45.1417838, -93.1544896)",45.1417838,-93.1544896
826,"Oak Park Heights, MN","(45.0313559, -92.7929842)",45.0313559,-92.7929842
827,"Rogers, MN","(45.1888534, -93.5530144)",45.1888534,-93.5530144
828,"Fresno, TX","(29.5388465, -95.4474414)",29.5388465,-95.4474414
829,"Morton Grove, IL","(42.0405857, -87.7825696)",42.0405857,-87.7825696
830,"Brockton, MA","(42.0834335, -71.0183787)",42.0834335,-71.0183787
831,"Reading, MA","(42.5256502, -71.0953314)",42.5256502,-71.0953314
832,"Chestnut Hill, MA","(42.330653, -71.1622757)",42.330653,-71.1622757
833,"Yaphank, NY","(40.8367653, -72.9170487)",40.8367653,-72.9170487
834,"Newtown, PA","(40.2290684, -74.9322948104921)",40.2290684,-74.9322948104921
835,"Dresher, PA","(40.1409428, -75.1668414)",40.1409428,-75.1668414
836,"Hatfield, PA","(40.2798274, -75.2993417)",40.2798274,-75.2993417
837,"Wayne, PA","(40.0440149, -75.3878616)",40.0440149,-75.3878616
838,"Jamison, PA","(41.5131177, -79.4531021)",41.5131177,-79.4531021
839,"Norristown, PA","(40.121497, -75.3399048)",40.121497,-75.3399048
840,"Glen Mills, PA","(39.919698, -75.4904323)",39.919698,-75.4904323
841,"Berwyn, PA","(40.0448306, -75.4388053)",40.0448306,-75.4388053
842,"Garland, TX","(32.912624, -96.6388833)",32.912624,-96.6388833
843,"Stanford, CA","(37.4248398, -122.1677058)",37.4248398,-122.1677058
844,"Campbell, CA","(37.2883259, -121.9456328)",37.2883259,-121.9456328
845,"Center Line, MI","(42.4850362, -83.0277002)",42.4850362,-83.0277002
846,"Wyandotte, MI","(42.2006617, -83.1510164)",42.2006617,-83.1510164
847,"Rochester Hills, MI","(42.6583661, -83.1499322)",42.6583661,-83.1499322
848,"Southgate, MI","(42.20611635, -83.2046086601821)",42.20611635,-83.2046086601821
849,"Missouri City, MO","(39.2408369, -94.2880031)",39.2408369,-94.2880031
850,"Fairfax, KS","(39.1416704, -94.6127343)",39.1416704,-94.6127343
851,"Holly Springs, NC","(35.6512655, -78.8336218)",35.6512655,-78.8336218
852,"Conyers, GA","(33.6676103, -84.0176904)",33.6676103,-84.0176904
853,"College Park, GA","(33.6379035, -84.4611516741255)",33.6379035,-84.4611516741255
854,"Clayton, CA","(37.9410341, -121.9357925)",37.9410341,-121.9357925
855,"Dublin, CA","(37.7021521, -121.9357918)",37.7021521,-121.9357918
856,"Saint Louis Park, MN","(44.9475726, -93.3569023)",44.9475726,-93.3569023
857,"Golden Valley, MN","(45.0020097, -93.3585273)",45.0020097,-93.3585273
858,"Bedford Hills, NY","(41.2367613, -73.6945751)",41.2367613,-73.6945751
859,"Encinitas, CA","(33.0369867, -117.2919818)",33.0369867,-117.2919818
860,"Matthews, NC","(35.1170873, -80.723718)",35.1170873,-80.723718
861,"Rock Hill, SC","(34.9248667, -81.0250784)",34.9248667,-81.0250784
862,"Farmers Branch, TX","(32.9265137, -96.8961151)",32.9265137,-96.8961151
863,"Allen, TX","(33.1031744, -96.6705503)",33.1031744,-96.6705503
864,"Johnstown, OH","(40.1536742, -82.6851699)",40.1536742,-82.6851699
865,"Cockeysville, MD","(39.4845658, -76.6502845)",39.4845658,-76.6502845
866,"Odenton, MD","(39.0897199, -76.7073534)",39.0897199,-76.7073534
867,"Mequon, WI","(43.2219088, -87.9822969)",43.2219088,-87.9822969
868,"Sandy Springs, GA","(33.9242688, -84.3785379)",33.9242688,-84.3785379
869,"Hurst, TX","(32.8234621, -97.1705678)",32.8234621,-97.1705678
870,"Brecksville, OH","(41.3197763, -81.6267904)",41.3197763,-81.6267904
871,"Winnetka, CA","(34.2012616, -118.5710868)",34.2012616,-118.5710868
872,"Lanham, MD","(38.9670551, -76.8619166)",38.9670551,-76.8619166
873,"Roswell, GA","(34.02332, -84.360022)",34.02332,-84.360022
874,"SeaTac, WA","(47.4449086, -122.2830842)",47.4449086,-122.2830842
875,"new york, NY","(40.7306458, -73.9866136)",40.7306458,-73.9866136
876,"Chestnut Ridge, NY","(41.0840797, -74.0556682)",41.0840797,-74.0556682
877,"National City, CA","(32.6781085, -117.0991967)",32.6781085,-117.0991967
878,"Aventura, FL","(25.953257, -80.1366459706593)",25.953257,-80.1366459706593
879,"Gwynedd, PA","(40.2017745, -75.2551759)",40.2017745,-75.2551759
880,"Burlington, NJ","(39.9325409, -74.7226665)",39.9325409,-74.7226665
881,"Scotts Valley, CA","(37.0510595, -122.0146841)",37.0510595,-122.0146841
882,"Silicon Valley, CA","(37.4102193, -122.059654865858)",37.4102193,-122.059654865858
883,"Auburn Hills, MI","(42.6647495, -83.230937613002)",42.6647495,-83.230937613002
884,"Dunwoody, GA","(33.9430886, -84.3097487128839)",33.9430886,-84.3097487128839
885,"Edina, MN","(44.8897027, -93.3501222)",44.8897027,-93.3501222
886,"Chaska, MN","(44.7894072, -93.6021791)",44.7894072,-93.6021791
887,"Mercer Island, WA","(47.5766324, -122.2276378)",47.5766324,-122.2276378
888,"Endicott, NY","(42.098408, -76.0493684)",42.098408,-76.0493684
889,"Bethpage, NY","(40.7442664, -73.4820687)",40.7442664,-73.4820687
890,"Painted Post, NY","(42.16396, -77.0937953488168)",42.16396,-77.0937953488168
891,"Nyack, NY","(41.0906519, -73.9179146)",41.0906519,-73.9179146
892,"Wellsville, NY","(42.1220125, -77.9480575)",42.1220125,-77.9480575
893,"Pearl River, NY","(41.0586333, -74.0218967)",41.0586333,-74.0218967
894,"North Miami, FL","(25.90560775, -80.1750695501309)",25.90560775,-80.1750695501309
895,"Broomall, PA","(39.9689505, -75.3528982263942)",39.9689505,-75.3528982263942
896,"Media, PA","(39.9167783, -75.387693)",39.9167783,-75.387693
897,"Township of Haddon, NJ","(39.907642, -75.0552639216279)",39.907642,-75.0552639216279
898,"West Point, PA","(40.2067735, -75.2993434)",40.2067735,-75.2993434
899,"Blount Island Command, FL","(30.4023761, -81.52638099491)",30.4023761,-81.52638099491
900,"Northville, MI","(42.4310806, -83.4832262)",42.4310806,-83.4832262
901,"Smyrna, GA","(33.5981814, -83.4048862)",33.5981814,-83.4048862
902,"Mendota Heights, MN","(44.8835768, -93.1382749)",44.8835768,-93.1382749
903,"Oakdale, MN","(44.9630216, -92.9649361)",44.9630216,-92.9649361
904,"Robbinsdale, MN","(45.031696, -93.3353198)",45.031696,-93.3353198
905,"Woodbury, MN","(44.92317, -92.9588282)",44.92317,-92.9588282
906,"San Gabriel, CA","(34.0991325, -118.1086041)",34.0991325,-118.1086041
907,"Munnsville, NY","(42.977013, -75.586846)",42.977013,-75.586846
908,"Coxsackie, NY","(42.3509179, -73.8029028)",42.3509179,-73.8029028
909,"New Paltz, NY","(41.7464972, -74.0844894)",41.7464972,-74.0844894
910,"Gastonia, NC","(35.262082, -81.1873005)",35.262082,-81.1873005
911,"Newark, CA","(37.5296593, -122.0402399)",37.5296593,-122.0402399
912,"Vallejo, CA","(38.1040864, -122.2566367)",38.1040864,-122.2566367
913,"Bel Air, CA","(34.0827278, -118.4479802)",34.0827278,-118.4479802
914,"Glendora, CA","(34.1361187, -117.865339)",34.1361187,-117.865339
915,"Clackamas, OR","(45.1608821, -122.2305038)",45.1608821,-122.2305038
916,"Landover, MD","(38.9340002, -76.8966397)",38.9340002,-76.8966397
917,"Uniondale, NY","(40.7003793, -73.5929056)",40.7003793,-73.5929056
918,"East Amherst, NY","(43.0183913, -78.696697)",43.0183913,-78.696697
919,"Nanuet, NY","(41.0887073, -74.013473)",41.0887073,-74.013473
920,"Medley, FL","(25.8406526, -80.3264404)",25.8406526,-80.3264404
921,"Sunnyvale, TX","(32.7965165, -96.5608242)",32.7965165,-96.5608242
922,"Euless, TX","(32.8465405, -97.0667362924056)",32.8465405,-97.0667362924056
923,"Cedar Hill, TX","(32.5889112, -96.9559308)",32.5889112,-96.9559308
924,"Lithonia, GA","(33.7123305, -84.1051939)",33.7123305,-84.1051939
925,"Mountlake Terrace, WA","(47.7909667, -122.3066395)",47.7909667,-122.3066395
926,"Massena, NY","(44.928106, -74.892082)",44.928106,-74.892082
927,"Lakeside, CA","(32.85041, -116.896001339709)",32.85041,-116.896001339709
928,"Township of Logan, NJ","(39.7557355, -75.3540256)",39.7557355,-75.3540256
929,"Morgan Hill, CA","(37.130408, -121.6544974)",37.130408,-121.6544974
930,"De Soto, KS","(38.9791708, -94.9685784)",38.9791708,-94.9685784
931,"McDonough, GA","(33.4473361, -84.1468616)",33.4473361,-84.1468616
932,"Saint Rose, LA","(42.6240221, -90.4351395)",42.6240221,-90.4351395
933,"Lakewood, OH","(41.4819932, -81.7981908)",41.4819932,-81.7981908
934,"Rocky River, OH","(41.4756031, -81.8393034)",41.4756031,-81.8393034
935,"Broadview Hts, OH","(41.3139426, -81.6851271)",41.3139426,-81.6851271
936,"Concord, CA","(37.9768525, -122.0335624)",37.9768525,-122.0335624
937,"Moraga, CA","(37.8347106, -122.1295596)",37.8347106,-122.1295596
938,"Tiburon, CA","(37.8734371, -122.4566122)",37.8734371,-122.4566122
939,"Vadnais Heights, MN","(45.0574659, -93.0738306)",45.0574659,-93.0738306
940,"Shoreview, MN","(45.0722056, -93.1282878)",45.0722056,-93.1282878
941,"Humble, TX","(29.9988312, -95.2621553)",29.9988312,-95.2621553
942,"Covina, CA","(34.1024, -117.854865)",34.1024,-117.854865
943,"York, WA","(39.962398, -76.727392)",39.962398,-76.727392
944,"Fairfax County, VA","(38.8156356, -77.2836849)",38.8156356,-77.2836849
945,"Palos Hills, IL","(41.6966992, -87.8169984)",41.6966992,-87.8169984
946,"West Roxbury, MA","(42.2792649, -71.1494972)",42.2792649,-71.1494972
947,"Lafayette Hill, PA","(40.0939993, -75.2529568)",40.0939993,-75.2529568
948,"Grove City, OH","(39.8814519, -83.0929645)",39.8814519,-83.0929645
949,"Fields, IN","(39.5461584, -86.3333254)",39.5461584,-86.3333254
950,"Allen Park, MI","(42.2575385, -83.2110375)",42.2575385,-83.2110375
951,"Saint Clair Shores, MI","(42.4969805, -82.8888054)",42.4969805,-82.8888054
952,"North Kansas City, MO","(39.130004, -94.5621773)",39.130004,-94.5621773
953,"Stone Mountain, GA","(33.8062166, -84.1457505)",33.8062166,-84.1457505
954,"Warrensville Heights, OH","(41.43535, -81.514824)",41.43535,-81.514824
955,"Brooklyn Center, MN","(45.0748543, -93.3296296)",45.0748543,-93.3296296
956,"Lakeville, MN","(44.650051, -93.2432791)",44.650051,-93.2432791
957,"Burien, WA","(47.469918, -122.3485274)",47.469918,-122.3485274
958,"Chicago Heights, IL","(41.5062834, -87.6357079)",41.5062834,-87.6357079
959,"Saxonville, MA","(42.3256181, -71.4007039)",42.3256181,-71.4007039
960,"Milton, MA","(42.2495435, -71.0661612)",42.2495435,-71.0661612
961,"Brewster, NY","(41.3973335, -73.6171915)",41.3973335,-73.6171915
962,"Ballina, NY","(42.8978447, -75.847136)",42.8978447,-75.847136
963,"Manlius, NY","(43.0020107, -75.9768632)",43.0020107,-75.9768632
964,"City of Sunrise, FL","(26.1238566, -80.3591134)",26.1238566,-80.3591134
966,"Westport, MO","(39.053651, -94.5905834)",39.053651,-94.5905834
967,"Burnsville, MN","(44.7677424, -93.2777226)",44.7677424,-93.2777226
968,"Bensenville, IL","(41.9538384, -87.9431781)",41.9538384,-87.9431781
969,"Cattaraugus, NY","(42.2234823, -78.6477096)",42.2234823,-78.6477096
970,"Thornwood, NY","(41.1234293, -73.7790218)",41.1234293,-73.7790218
971,"Tribeca, NY","(40.7153802, -74.0093063)",40.7153802,-74.0093063
972,"North Syracuse, NY","(43.13479, -76.129924)",43.13479,-76.129924
973,"Poway, CA","(32.9628234, -117.0358646)",32.9628234,-117.0358646
974,"Collegeville, PA","(40.1856597, -75.451571)",40.1856597,-75.451571
975,"Red Oak, TX","(29.803004, -95.371769)",29.803004,-95.371769
976,"Southlake, TX","(32.9412363, -97.1341783)",32.9412363,-97.1341783
977,"Anoka, MN","(45.1977428, -93.3871758)",45.1977428,-93.3871758
978,"Studio City, CA","(34.1483989, -118.3961877)",34.1483989,-118.3961877
979,"Washington Navy Yard, DC","(38.8738275, -76.9946755161893)",38.8738275,-76.9946755161893
980,"Chalfont, PA","(40.29066735, -75.210702324928)",40.29066735,-75.210702324928
981,"Frazer, PA","(40.0323293, -75.5560376)",40.0323293,-75.5560376
982,"Langhorne, PA","(40.1745538, -74.9226665)",40.1745538,-74.9226665
983,"City Center, NV","(38.03313895, -115.442993064404)",38.03313895,-115.442993064404
984,"Smithfield, NC","(35.5085717, -78.3392929)",35.5085717,-78.3392929
985,"Orinda, CA","(37.8771476, -122.1796888)",37.8771476,-122.1796888
986,"Stillwater, MN","(45.0564041, -92.8134982)",45.0564041,-92.8134982
987,"Cottage Grove, MN","(44.8277446, -92.9438218)",44.8277446,-92.9438218
988,"Grand Island, NY","(43.0097402, -78.9706093624524)",43.0097402,-78.9706093624524
989,"West Conshohocken, PA","(40.0698321, -75.3162951)",40.0698321,-75.3162951
990,"Oak Cliff, TX","(32.7392973, -96.8111126)",32.7392973,-96.8111126
991,"Mesquite, TX","(32.7666103, -96.599472)",32.7666103,-96.599472
992,"Rowlett, TX","(32.9029017, -96.56388)",32.9029017,-96.56388
993,"Melrose Park, IL","(41.9005865, -87.8567277)",41.9005865,-87.8567277
994,"Lagrangeville, NY","(41.6541106, -73.6667779)",41.6541106,-73.6667779
995,"Putnam, NY","(41.426996, -73.760156)",41.426996,-73.760156
996,"Crestwood, KY","(38.3235441, -85.4726215)",38.3235441,-85.4726215
997,"Cypress, TX","(29.9691116, -95.6971686)",29.9691116,-95.6971686
998,"Jersey Village, TX","(29.888578, -95.5699185)",29.888578,-95.5699185
999,"Alhambra, CA","(34.093042, -118.12706)",34.093042,-118.12706
1000,"San Fernando, CA","(34.2819461, -118.4389719)",34.2819461,-118.4389719
1001,"Rowland Heights, CA","(33.9761238, -117.9053395)",33.9761238,-117.9053395
1002,"Newberg, OR","(45.300596, -122.9725418)",45.300596,-122.9725418
1003,"Fort Myer, VA","(38.877461, -77.0808279984826)",38.877461,-77.0808279984826
1004,"Hyattsville, MD","(38.9529792, -76.9408758)",38.9529792,-76.9408758
1005,"Henderson, CO","(39.9205405, -104.8658084)",39.9205405,-104.8658084
1006,"Erie, CO","(40.0502623, -105.0499817)",40.0502623,-105.0499817
1007,"Wayland, MA","(42.3632063, -71.3606721)",42.3632063,-71.3606721
1008,"Weymouth, MA","(42.2212188, -70.9391625)",42.2212188,-70.9391625
1009,"Maynard, MA","(42.4321064, -71.4539683)",42.4321064,-71.4539683
1010,"Westbury, NY","(40.7556561, -73.5876273)",40.7556561,-73.5876273
1011,"Wallkill, NY","(41.6056492, -74.1840358)",41.6056492,-74.1840358
1012,"Mineola, NY","(40.7492678, -73.6406845)",40.7492678,-73.6406845
1013,"Del Mar, CA","(32.9594891, -117.2653146)",32.9594891,-117.2653146
1014,"Coronado, CA","(32.6858854, -117.1830891)",32.6858854,-117.1830891
1015,"Hallandale Beach, FL","(25.9856006, -80.1399967146433)",25.9856006,-80.1399967146433
1016,"Homestead, FL","(25.4687224, -80.4775569)",25.4687224,-80.4775569
1017,"Morrisville, PA","(40.2114978, -74.7879399)",40.2114978,-74.7879399
1018,"Feasterville, PA","(40.1514065, -74.9886785187794)",40.1514065,-74.9886785187794
1019,"Phoenixville, PA","(40.1303822, -75.5149128)",40.1303822,-75.5149128
1021,"Feasterville-Trevose, PA","(40.1514065, -74.9886785187794)",40.1514065,-74.9886785187794
1022,"Glen Riddle, PA","(39.8940004, -75.4338071)",39.8940004,-75.4338071
1023,"Flower Mound, TX","(33.0145673, -97.0969552)",33.0145673,-97.0969552
1024,"Moffett Field, CA","(37.41129325, -122.054169803106)",37.41129325,-122.054169803106
1025,"Royal Oak, MI","(42.4894801, -83.1446485)",42.4894801,-83.1446485
1026,"Melvindale, MI","(42.2825383, -83.175203)",42.2825383,-83.175203
1027,"Van Buren, MI","(42.2710763, -86.013973)",42.2710763,-86.013973
1028,"Canton, MI","(42.308081, -83.4868677071791)",42.308081,-83.4868677071791
1029,"West Memphis, AR","(35.1464797, -90.1845388)",35.1464797,-90.1845388
1030,"Belcamp, MD","(39.4686229, -76.2349083)",39.4686229,-76.2349083
1031,"Jessup, MD","(39.1492746, -76.7752493)",39.1492746,-76.7752493
1032,"Saint Francis, WI","(42.9675156, -87.8775827)",42.9675156,-87.8775827
1033,"Waterford, WI","(42.7630722, -88.2142563)",42.7630722,-88.2142563
1034,"Blue Springs, MO","(39.017316, -94.282265)",39.017316,-94.282265
1035,"Fairway, KS","(39.0222277, -94.6319018)",39.0222277,-94.6319018
1036,"Shawnee, KS","(39.0416718, -94.7202376)",39.0416718,-94.7202376
1037,"Wake County, NC","(35.7979355, -78.6118311)",35.7979355,-78.6118311
1038,"Douglasville, GA","(33.7514966, -84.7477136)",33.7514966,-84.7477136
1039,"Forest Park, GA","(33.6220542, -84.3690918)",33.6220542,-84.3690918
1040,"Richfield, MN","(44.8766431, -93.2877877)",44.8766431,-93.2877877
1041,"Hopkins, MN","(44.9271194, -93.4074945)",44.9271194,-93.4074945
1042,"Nassau County, NY","(40.7412643, -73.5877699)",40.7412643,-73.5877699
1043,"Big Flats, NY","(42.1372967, -76.9369067)",42.1372967,-76.9369067
1044,"Davie, FL","(26.075729, -80.2841089753086)",26.075729,-80.2841089753086
1045,"Miami Beach, FL","(25.7881436, -80.1272705)",25.7881436,-80.1272705
1046,"Thorofare, NJ","(39.8423355, -75.1962913)",39.8423355,-75.1962913
1047,"Rockwall, TX","(32.9312336, -96.4597089)",32.9312336,-96.4597089
1048,"Valencia, NM","(34.7325886, -106.8503919)",34.7325886,-106.8503919
1049,"Westwood, KS","(39.0405608, -94.6169013)",39.0405608,-94.6169013
1050,"Atlanta North, GA","(33.7490987, -84.3901849)",33.7490987,-84.3901849
1051,"Stockbridge, GA","(33.5442781, -84.2338093)",33.5442781,-84.2338093
1052,"Johns Creek, GA","(34.0289259, -84.198579)",34.0289259,-84.198579
1053,"Fort Carson, CO","(38.7415445, -104.779474394498)",38.7415445,-104.779474394498
1054,"Wickliffe, OH","(41.605327, -81.453449)",41.605327,-81.453449
1055,"Long Beach, NY","(40.5885116, -73.657861)",40.5885116,-73.657861
1056,"Stanley, NC","(35.3590256, -81.0970214)",35.3590256,-81.0970214
